user_id,skill_name,avg_score,attempts
64530,Histogram as Table or Graph,1.0,5
64530,Inverse Relations,0.0,1
64530,Mean,0.0,1
64530,Median,1.0,2
64530,Multiplication and Division Positive Decimals,1.0,1
64530,Ordering Integers,1.0,1
64530,Ordering Positive Decimals,1.0,1
64530,Perimeter of a Polygon,1.0,2
64530,Picking Equation and Expression From Choices,0.6666666666666666,3
64530,Probability Simple,1.0,1
64530,Properties and Classification Triangles,1.0,1
64530,Proportion,0.7777777777777778,9
64530,Pythagorean Theorem,1.0,1
64530,Range,0.5,2
64530,Square Root,1.0,2
64530,Stem and Leaf Plot,1.0,1
64530,Substitution,0.25,4
64530,Subtraction Whole Numbers,1.0,1
64530,Sum of Interior Angles Figures with more than 3 sides,1.0,1
64530,Sum of Interior Angles Triangle,0.5,2
64530,Supplementary Angles,0.3333333333333333,3
64530,Table,1.0,2
64530,Unit Rate,1.0,1
64531,Absolute Value,0.85,20
64531,Addition Whole Numbers,0.8461538461538461,13
64531,Addition and Subtraction Fractions,1.0,2
64531,Addition and Subtraction Integers,1.0,2
64531,Addition and Subtraction Positive Decimals,1.0,1
64531,Division Whole Numbers,1.0,5
64531,Exponents,0.8,5
64531,Finding Fractions and Ratio,1.0,2
64531,Graph Shape,1.0,2
64531,Multiplication Whole Numbers,0.8571428571428571,7
64531,Multiplication and Division Integers,1.0,1
64531,Multiplication and Division Positive Decimals,1.0,1
64531,Ordering Integers,1.0,4
64531,Ordering Real Numbers,1.0,3
64531,Pattern Finding,0.8333333333333334,6
64531,Picking Equation and Expression From Choices,1.0,6
64531,Point Plotting,1.0,2
64531,Properties of Numbers,0.5,2
64531,Proportion,1.0,1
64531,Reading a Ruler of Scale,1.0,1
64531,Square Root,0.8,10
64531,Square Roots,0.75,4
64531,Substitution,0.7272727272727273,11
64531,Subtraction Whole Numbers,0.8333333333333334,6
64531,Table,1.0,1
64531,Unit Rate,1.0,1
64532,Absolute Value,0.8823529411764706,17
64532,Addition Whole Numbers,0.9166666666666666,12
64532,Addition and Subtraction Fractions,0.7142857142857143,7
64532,Addition and Subtraction Integers,0.625,8
64532,Addition and Subtraction Positive Decimals,1.0,1
64532,Circle Graph,1.0,1
64532,Division Whole Numbers,0.8,5
64532,Equivalent Fractions,1.0,1
64532,Exponents,0.8333333333333334,6
64532,Finding Fractions and Ratio,1.0,2
64532,Finding Percents,1.0,1
64532,Histogram as Table or Graph,1.0,1
64532,Median,0.0,1
64532,Mode,1.0,1
64532,Multiplication Whole Numbers,0.48,25
64532,Multiplication and Division Integers,1.0,1
64532,Multiplication and Division Positive Decimals,1.0,1
64532,Ordering Fractions,0.5,2
64532,Ordering Integers,0.8333333333333334,6
64532,Ordering Positive Decimals,1.0,1
64532,Ordering Real Numbers,0.8,5
64532,Pattern Finding,0.8571428571428571,7
64532,Picking Equation and Expression From Choices,1.0,2
64532,Properties of Numbers,0.25,4
64532,Proportion,0.7777777777777778,9
64532,Range,1.0,1
64532,Square Root,0.9,10
64532,Square Roots,0.25,4
64532,Substitution,0.65,20
64532,Subtraction Whole Numbers,0.8333333333333334,6
64532,Table,1.0,1
64532,Unit Conversion Within a System,0.2727272727272727,11
64532,Unit Rate,1.0,1
64532,Venn Diagram,1.0,1
64535,Absolute Value,0.75,32
64535,Addition Whole Numbers,0.625,16
64535,Addition and Subtraction Fractions,1.0,3
64535,Addition and Subtraction Integers,1.0,2
64535,Addition and Subtraction Positive Decimals,1.0,1
64535,Circle Graph,1.0,1
64535,Division Fractions,0.0,1
64535,Division Whole Numbers,0.8888888888888888,9
64535,Equivalent Fractions,1.0,1
64535,Estimation,0.0,2
64535,Exponents,0.6,5
64535,Finding Fractions and Ratio,1.0,2
64535,Finding Percents,0.5,2
64535,Finding y-intercept from Linear Situation,0.0,1
64535,Graph Shape,1.0,2
64535,Histogram as Table or Graph,0.4,5
64535,Line Plot,1.0,1
64535,Mean,0.4444444444444444,9
64535,Median,0.6923076923076923,13
64535,Mode,1.0,3
64535,Multiplication Whole Numbers,0.6666666666666666,18
64535,Multiplication and Division Integers,1.0,1
64535,Multiplication and Division Positive Decimals,0.75,4
64535,Ordering Fractions,0.6666666666666666,3
64535,Ordering Integers,0.6666666666666666,6
64535,Ordering Positive Decimals,1.0,1
64535,Ordering Real Numbers,0.6,5
64535,Ordering Whole Numbers,1.0,2
64535,Parallel and Perpendicular Lines,0.5,2
64535,Pattern Finding,0.9090909090909091,11
64535,Picking Equation and Expression From Choices,0.7142857142857143,7
64535,Point Plotting,0.6666666666666666,3
64535,Properties of Numbers,0.25,4
64535,Proportion,0.7647058823529411,17
64535,Range,0.75,4
64535,Reading a Ruler of Scale,1.0,1
64535,Scatter Plot,1.0,1
64535,Square Root,0.8181818181818182,11
64535,Square Roots,1.0,4
64535,Stem and Leaf Plot,0.6,5
64535,Substitution,0.47058823529411764,17
64535,Subtraction Whole Numbers,0.7647058823529411,17
64535,Table,1.0,5
64535,Unit Conversion Within a System,0.5,6
64535,Unit Rate,1.0,1
64535,Venn Diagram,0.5,2
64541,Box and Whisker,1.0,3
64541,Circle Graph,0.75,4
64541,Estimation,1.0,1
64541,Finding Percents,0.5,2
64541,Histogram as Table or Graph,0.6,5
64541,Median,1.0,1
64541,Ordering Integers,1.0,1
64541,Pattern Finding,0.0,1
64541,Perimeter of a Polygon,0.75,4
64541,Probability Simple,1.0,1
64541,Properties and Classification Triangles,1.0,1
64541,Proportion,1.0,1
64541,Pythagorean Theorem,1.0,1
64541,Range,1.0,2
64541,Square Root,1.0,1
64541,Table,1.0,2
64542,Box and Whisker,1.0,3
64542,Circle Graph,0.25,4
64542,Estimation,1.0,1
64542,Finding Percents,0.0,2
64542,Histogram as Table or Graph,1.0,5
64542,Median,1.0,1
64542,Ordering Integers,1.0,1
64542,Perimeter of a Polygon,0.4,5
64542,Probability Simple,1.0,1
64542,Properties and Classification Triangles,0.0,2
64542,Proportion,0.0,3
64542,Pythagorean Theorem,1.0,1
64542,Range,1.0,2
64542,Square Root,1.0,1
64542,Table,1.0,2
64543,Box and Whisker,1.0,3
64543,Circle Graph,1.0,1
64543,Estimation,1.0,1
64543,Finding Percents,1.0,1
64543,Graph Shape,1.0,1
64543,Histogram as Table or Graph,0.6,5
64543,Median,1.0,1
64543,Ordering Integers,1.0,1
64543,Perimeter of a Polygon,0.4,5
64543,Probability Simple,1.0,1
64543,Properties and Classification Triangles,0.5,2
64543,Proportion,1.0,1
64543,Pythagorean Theorem,0.0,1
64543,Range,1.0,2
64543,Square Root,1.0,1
64543,Table,1.0,2
64548,Box and Whisker,0.3333333333333333,3
64548,Circle Graph,1.0,1
64548,Estimation,1.0,1
64548,Finding Percents,1.0,1
64548,Histogram as Table or Graph,0.6,5
64548,Median,1.0,1
64548,Ordering Integers,1.0,1
64548,Pattern Finding,0.0,6
64548,Perimeter of a Polygon,0.4,5
64548,Probability Simple,1.0,1
64548,Properties and Classification Triangles,0.5,2
64548,Pythagorean Theorem,0.0,1
64548,Range,0.5,2
64548,Table,0.5,2
64549,Box and Whisker,0.6666666666666666,3
64549,Circle Graph,1.0,1
64549,Estimation,1.0,1
64549,Finding Percents,1.0,1
64549,Graph Shape,1.0,1
64549,Histogram as Table or Graph,0.6,5
64549,Median,1.0,1
64549,Ordering Integers,1.0,1
64549,Perimeter of a Polygon,0.0,5
64549,Probability Simple,1.0,1
64549,Properties and Classification Triangles,0.5,2
64549,Proportion,1.0,1
64549,Pythagorean Theorem,0.0,1
64549,Range,1.0,2
64549,Square Root,1.0,1
64549,Table,1.0,2
64550,Absolute Value,1.0,14
64550,Addition Whole Numbers,0.9,10
64550,Addition and Subtraction Fractions,0.6666666666666666,3
64550,Addition and Subtraction Integers,1.0,2
64550,Addition and Subtraction Positive Decimals,1.0,1
64550,Circle Graph,1.0,2
64550,Division Fractions,0.0,1
64550,Division Whole Numbers,0.5454545454545454,11
64550,Equivalent Fractions,1.0,1
64550,Estimation,1.0,1
64550,Exponents,1.0,5
64550,Finding Fractions and Ratio,1.0,2
64550,Finding Percents,0.6666666666666666,3
64550,Graph Shape,1.0,2
64550,Histogram as Table or Graph,0.3333333333333333,3
64550,Line Plot,1.0,1
64550,Mean,0.8333333333333334,6
64550,Median,0.875,8
64550,Mode,1.0,3
64550,Multiplication Whole Numbers,0.75,20
64550,Multiplication and Division Integers,1.0,1
64550,Multiplication and Division Positive Decimals,1.0,3
64550,Number Line,1.0,1
64550,Ordering Fractions,1.0,4
64550,Ordering Integers,1.0,3
64550,Ordering Positive Decimals,1.0,2
64550,Ordering Real Numbers,1.0,1
64550,Ordering Whole Numbers,1.0,2
64550,Pattern Finding,0.8888888888888888,9
64550,Picking Equation and Expression From Choices,0.8571428571428571,7
64550,Point Plotting,1.0,2
64550,Properties of Numbers,0.75,4
64550,Proportion,0.8421052631578947,19
64550,Range,1.0,3
64550,Reading a Ruler of Scale,0.6666666666666666,3
64550,Scatter Plot,1.0,2
64550,Scientific Notation,0.7142857142857143,7
64550,Square Root,1.0,7
64550,Square Roots,1.0,4
64550,Stem and Leaf Plot,0.6666666666666666,3
64550,Substitution,0.8823529411764706,17
64550,Subtraction Whole Numbers,0.875,8
64550,Table,1.0,4
64550,Unit Conversion Within a System,0.6666666666666666,6
64550,Unit Rate,1.0,1
64550,Venn Diagram,0.5,2
64556,Angles on Parallel Lines Cut by a Transversal,1.0,1
64556,Box and Whisker,1.0,3
64556,Circle Graph,1.0,1
64556,Division Fractions,0.5,2
64556,Equivalent Fractions,0.5,2
64556,Estimation,1.0,1
64556,Finding Percents,1.0,1
64556,Histogram as Table or Graph,0.8,5
64556,Inverse Relations,0.0,1
64556,Mean,0.0,1
64556,Median,1.0,2
64556,Multiplication and Division Positive Decimals,0.0,4
64556,Ordering Integers,1.0,1
64556,Ordering Positive Decimals,0.0,3
64556,Perimeter of a Polygon,1.0,2
64556,Picking Equation and Expression From Choices,0.0,3
64556,Probability Simple,1.0,1
64556,Properties and Classification Triangles,1.0,1
64556,Proportion,0.5555555555555556,9
64556,Pythagorean Theorem,0.0,1
64556,Range,1.0,2
64556,Square Root,1.0,2
64556,Stem and Leaf Plot,1.0,1
64556,Substitution,1.0,1
64556,Subtraction Whole Numbers,0.5,2
64556,Sum of Interior Angles Figures with more than 3 sides,0.0,2
64556,Sum of Interior Angles Triangle,1.0,1
64556,Supplementary Angles,1.0,2
64556,Table,1.0,2
64556,Unit Rate,0.0,4
64634,Addition Whole Numbers,0.75,4
64634,Addition and Subtraction Integers,0.5172413793103449,29
64634,Addition and Subtraction Positive Decimals,1.0,5
64634,Conversion of Fraction Decimals Percents,0.6,5
64634,Multiplication Fractions,0.0,6
64634,Multiplication and Division Integers,0.8,20
64634,Multiplication and Division Positive Decimals,0.0,2
64634,Ordering Fractions,0.75,4
64634,Ordering Integers,0.8571428571428571,7
64634,Ordering Positive Decimals,0.5333333333333333,15
64634,Pattern Finding,0.0,1
64634,Square Root,0.6,10
64636,Proportion,0.0,1
64880,Proportion,0.0,1
64980,Box and Whisker,0.6666666666666666,3
64980,Circle Graph,1.0,1
64980,Estimation,0.5,2
64980,Finding Percents,1.0,1
64980,Histogram as Table or Graph,0.5714285714285714,7
64980,Median,0.6666666666666666,3
64980,Ordering Integers,1.0,1
64980,Perimeter of a Polygon,0.75,4
64980,Probability Simple,1.0,1
64980,Properties and Classification Triangles,1.0,1
64980,Pythagorean Theorem,1.0,1
64980,Range,1.0,2
64980,Square Root,1.0,1
64980,Table,1.0,2
64988,Box and Whisker,0.6666666666666666,3
64988,Circle Graph,0.25,4
64988,Estimation,0.5,2
64988,Finding Percents,0.0,2
64988,Histogram as Table or Graph,0.14285714285714285,7
64988,Median,0.0,3
64988,Ordering Integers,1.0,1
64988,Pattern Finding,0.5,2
64988,Perimeter of a Polygon,1.0,2
64988,Probability Simple,1.0,1
64988,Properties and Classification Triangles,1.0,1
64988,Proportion,1.0,1
64988,Pythagorean Theorem,1.0,1
64988,Range,0.0,2
64988,Square Root,1.0,1
64988,Table,0.5,2
65186,Pythagorean Theorem,0.14285714285714285,7
65194,Geometric Definitions,1.0,1
65194,Line of Best-Fit,0.25,4
65194,Proportion,0.0,1
65194,Pythagorean Theorem,0.2857142857142857,14
65203,Geometric Definitions,0.0,1
65203,Proportion,0.0,1
65203,Pythagorean Theorem,0.0,1
65236,Proportion,0.0,1
65359,Circle Graph,0.0,3
65359,Equivalent Fractions,0.0,2
65359,Estimation,0.5,2
65359,Histogram as Table or Graph,0.0,4
65359,Line Plot,1.0,1
65359,Mean,1.0,3
65359,Median,0.6363636363636364,11
65359,Mode,0.3333333333333333,3
65359,Ordering Whole Numbers,0.6666666666666666,3
65359,Proportion,0.0,2
65359,Range,0.5,2
65359,Scatter Plot,0.3333333333333333,3
65359,Stem and Leaf Plot,1.0,2
65359,Venn Diagram,0.0,1
66038,Proportion,1.0,1
69931,Absolute Value,1.0,1
69931,Addition and Subtraction Positive Decimals,0.0,1
69931,Percent Of,0.0,1
69931,Scale Factor,0.6666666666666666,3
70255,Histogram as Table or Graph,0.0,1
70255,Reading a Ruler of Scale,0.0,1
70363,Absolute Value,1.0,2
70363,Addition Whole Numbers,1.0,2
70363,Addition and Subtraction Positive Decimals,0.75,4
70363,Box and Whisker,0.6666666666666666,6
70363,Circle Graph,0.5555555555555556,9
70363,Equivalent Fractions,0.8,5
70363,Finding Percents,0.0,1
70363,Fraction Of,1.0,2
70363,Mean,0.5555555555555556,9
70363,Median,0.7777777777777778,9
70363,Mode,0.7,10
70363,Percent Of,0.4166666666666667,24
70363,Perimeter of a Polygon,0.0,1
70363,Probability Simple,0.75,4
70363,Proportion,0.6,10
70363,Range,0.7272727272727273,11
70363,Scatter Plot,1.0,2
70363,Stem and Leaf Plot,0.45454545454545453,11
70363,Table,0.7435897435897436,39
70363,Venn Diagram,0.4642857142857143,28
70657,Probability Simple,0.5,2
70657,Range,0.0,2
70657,Table,0.0,2
70659,Pattern Finding,0.0,1
70676,Absolute Value,1.0,4
70676,Addition Whole Numbers,0.8333333333333334,6
70676,Addition and Subtraction Fractions,0.8333333333333334,6
70676,Addition and Subtraction Integers,1.0,1
70676,Addition and Subtraction Positive Decimals,0.75,4
70676,Circumference,1.0,1
70676,Congruence,1.0,1
70676,Conversion of Fraction Decimals Percents,1.0,3
70676,Division Fractions,1.0,1
70676,Exponents,1.0,3
70676,Multiplication and Division Integers,1.0,1
70676,Perimeter of a Polygon,1.0,1
70676,Rounding,1.0,1
70676,Scientific Notation,0.875,16
70676,Subtraction Whole Numbers,1.0,1
70677,Absolute Value,0.7142857142857143,7
70677,Addition Whole Numbers,0.9444444444444444,18
70677,Addition and Subtraction Fractions,0.8181818181818182,11
70677,Addition and Subtraction Integers,1.0,3
70677,Addition and Subtraction Positive Decimals,0.5,12
70677,Box and Whisker,1.0,2
70677,Circle Graph,0.0,1
70677,Congruence,1.0,1
70677,Conversion of Fraction Decimals Percents,1.0,7
70677,Divisibility,0.0,1
70677,Division Fractions,1.0,2
70677,Estimation,0.875,8
70677,Finding Percents,0.0,1
70677,Finding y-intercept from Linear Situation,0.0,1
70677,Least Common Multiple,1.0,2
70677,Mean,0.875,8
70677,Median,0.5714285714285714,7
70677,Mode,1.0,8
70677,Multiplication Fractions,1.0,3
70677,Multiplication and Division Integers,0.6363636363636364,11
70677,Multiplication and Division Positive Decimals,0.5,2
70677,Ordering Fractions,0.7777777777777778,18
70677,Ordering Positive Decimals,1.0,3
70677,Parallel and Perpendicular Lines,0.0,2
70677,Percent Of,0.8125,16
70677,Perimeter of a Polygon,0.0,1
70677,Point Plotting,1.0,1
70677,Prime Number,0.8,5
70677,Probability Simple,0.6363636363636364,11
70677,Range,0.9,10
70677,Rounding,0.875,8
70677,Scatter Plot,0.8333333333333334,12
70677,Square Root,0.8888888888888888,9
70677,Stem and Leaf Plot,0.8333333333333334,6
70677,Substitution,0.0,1
70677,Subtraction Whole Numbers,0.75,4
70677,Table,0.84,25
70677,Unit Conversion Within a System,1.0,1
70677,Venn Diagram,0.8461538461538461,26
70679,Absolute Value,1.0,1
70679,Addition Whole Numbers,1.0,6
70679,Addition and Subtraction Fractions,1.0,2
70679,Addition and Subtraction Integers,0.2222222222222222,9
70679,Addition and Subtraction Positive Decimals,0.25,4
70679,Conversion of Fraction Decimals Percents,1.0,5
70679,Divisibility,0.8571428571428571,7
70679,Division Fractions,0.75,4
70679,Exponents,1.0,1
70679,Finding Fractions and Ratio,0.75,4
70679,Finding Percents,1.0,3
70679,Least Common Multiple,0.75,8
70679,Mean,0.5,6
70679,Median,0.75,4
70679,Mode,0.6,5
70679,Multiplication Fractions,1.0,2
70679,Multiplication and Division Integers,1.0,7
70679,Multiplication and Division Positive Decimals,1.0,1
70679,Ordering Fractions,1.0,7
70679,Ordering Integers,1.0,2
70679,Ordering Positive Decimals,1.0,4
70679,Pattern Finding,0.0,1
70679,Percent Of,1.0,1
70679,Perimeter of a Polygon,0.0,1
70679,Range,0.0,1
70679,Stem and Leaf Plot,0.0,4
70679,Table,0.75,12
70679,Unit Conversion Within a System,0.0,1
70679,Unit Rate,0.0,1
70682,Absolute Value,0.7777777777777778,9
70682,Addition Whole Numbers,0.9375,16
70682,Addition and Subtraction Fractions,0.875,8
70682,Addition and Subtraction Integers,1.0,2
70682,Addition and Subtraction Positive Decimals,0.5,6
70682,Conversion of Fraction Decimals Percents,0.75,16
70682,Divisibility,0.75,8
70682,Division Fractions,1.0,2
70682,Exponents,1.0,2
70682,Finding Fractions and Ratio,0.6,5
70682,Finding Percents,1.0,3
70682,Finding y-intercept from Linear Situation,1.0,1
70682,Least Common Multiple,0.8333333333333334,6
70682,Multiplication Fractions,1.0,2
70682,Multiplication and Division Integers,1.0,7
70682,Multiplication and Division Positive Decimals,0.5,2
70682,Number Line,1.0,1
70682,Ordering Fractions,0.9090909090909091,11
70682,Ordering Integers,1.0,8
70682,Ordering Positive Decimals,0.75,12
70682,Ordering Real Numbers,1.0,5
70682,Parallel and Perpendicular Lines,0.0,2
70682,Percent Of,0.6,10
70682,Perimeter of a Polygon,0.0,1
70682,Point Plotting,1.0,1
70682,Prime Number,1.0,1
70682,Proportion,0.8333333333333334,6
70682,Scientific Notation,0.7777777777777778,9
70682,Square Root,1.0,10
70682,Substitution,0.0,1
70682,Subtraction Whole Numbers,0.5,6
70682,Table,0.3333333333333333,3
70682,Unit Conversion Within a System,1.0,1
70682,Unit Rate,1.0,1
70684,Absolute Value,0.7777777777777778,9
70684,Addition Whole Numbers,0.9,10
70684,Addition and Subtraction Fractions,0.8,10
70684,Addition and Subtraction Integers,1.0,7
70684,Addition and Subtraction Positive Decimals,1.0,4
